case,clip,frame,split,top_points
Case-122,011,080,3,"[(186.64572023537482, 99.04021434104565)]"
Case-122,011,096,3,"[(216.373310658036, 119.84952764583127)]"
Case-122,011,100,3,"[(219.34606974477455, 116.87676864407193)]"
Case-122,011,104,3,"[(219.34606974477455, 119.84952764583127)]"
Case-122,011,108,3,"[(219.94062182895715, 119.25497596246751)]"
Case-005,008,000,4,"[(125.64003511852506, 76.71758852794851)]"
Case-005,008,004,4,"[(130.74818421262663, 77.73921834676882)]"
Case-005,008,024,4,"[(128.70492457498605, 78.76084816558917)]"
Case-005,008,044,4,"[(124.27786202676452, 76.71758852794851)]"
Case-005,008,056,4,"[(133.1319871232074, 78.76084816558917)]"
Case-005,010,032,4,"[(142.6671987655307, 78.07976161970895)]"
Case-005,014,012,4,"[(161.737622050177, 72.63106925266719)]"
Case-005,014,016,4,"[(165.48359805251818, 72.63106925266719)]"
Case-005,014,020,4,"[(164.46196823369786, 73.6526990714875), (228.14356027349885, 59.349881608002796)]"
Case-005,014,024,4,"[(161.737622050177, 73.6526990714875)]"
Case-005,014,028,4,"[(165.82414132545824, 72.29052597972702)]"
Case-005,014,032,4,"[(162.75925186899727, 72.63106925266719)]"
Case-005,014,072,4,"[(159.01327586665604, 73.31215579854737)]"
Case-005,014,076,4,"[(160.37544895841654, 70.92835288796658)]"
Case-005,014,080,4,"[(162.41870859605714, 69.56617979620616)]"
Case-005,014,084,4,"[(164.8025115066379, 70.2472663420864)]"
Case-006,011,008,4,"[(189.32162715832607, 34.445952057892384)]"
Case-006,011,012,4,"[(188.6405406124458, 32.743235693191814)]"
Case-006,011,016,4,"[(225.41921408997797, 34.105408784952274)]"
Case-006,011,024,4,"[(225.07867081703776, 34.78649533083249)]"
Case-006,011,028,4,"[(226.78138718173835, 36.489211695533065)]"
Case-006,011,116,4,"[(197.83520898182877, 37.17029824141328)]"
Case-006,012,000,4,"[(171.95392023838028, 28.65671641791046)]"
Case-006,012,004,4,"[(178.08369915130234, 31.040519328491246)]"
Case-006,012,052,4,"[(186.59728097480505, 31.381062601431356)]"
Case-006,012,060,4,"[(171.27283369250006, 27.97562987203024)]"
Case-006,012,064,4,"[(152.20241040785382, 28.31617314497035)]"
Case-006,012,080,4,"[(182.51076169952378, 30.359432782610998)]"
Case-006,012,084,4,"[(184.21347806422423, 32.743235693191814)]"
Case-006,012,088,4,"[(181.82967515364356, 30.699976055551137)]"
Case-006,012,092,4,"[(178.08369915130234, 30.699976055551137)]"
Case-006,012,096,4,"[(183.5323915183441, 32.402692420251704)]"
Case-006,012,100,4,"[(172.29446351132043, 32.743235693191814)]"
Case-006,013,004,4,"[(232.5706228217203, 49.08931279431721)]"
Case-006,013,008,4,"[(239.3814882805225, 53.51637534253864)]"
Case-006,013,012,4,"[(234.95442573230108, 50.110942613137524)]"
Case-006,013,024,4,"[(233.2517093676005, 50.110942613137524)]"
Case-006,013,036,4,"[(235.29496900524117, 53.856918615478776)]"
Case-006,013,060,4,"[(238.0193151887621, 53.51637534253864)]"
Case-006,013,080,4,"[(234.61388245936107, 53.17583206959853)]"
Case-006,013,084,4,"[(229.5057333652592, 52.494745523718315)]"
Case-006,013,092,4,"[(235.29496900524117, 54.53800516135899)]"
Case-006,014,088,4,"[(195.45140607124804, 43.640620427275415)]"
Case-006,014,092,4,"[(199.8784686194696, 43.981163700215525)]"
Case-006,014,096,4,"[(211.11639662649333, 44.662250246095745)]"
Case-006,014,104,4,"[(204.64607444063114, 43.981163700215525), (215.20291590177462, 45.002793519035855)]"
Case-006,014,108,4,"[(207.02987735121178, 44.662250246095745)]"
Case-006,014,112,4,"[(197.15412243594847, 40.9162742437545), (209.41368026179262, 42.959533881395174)]"
Case-006,014,116,4,"[(151.5213238619735, 40.9162742437545), (197.83520898182877, 43.30007715433528)]"
Case-006,016,020,4,"[(138.92122276318946, 41.25681751669461)]"
Case-006,016,036,4,"[(138.92122276318946, 40.9162742437545)]"
Case-006,016,048,4,"[(139.2617660361296, 39.894644424934164)]"
Case-006,016,056,4,"[(140.96448240083015, 38.873014606113856)]"
Case-006,016,060,4,"[(140.96448240083015, 38.19192806023361)]"
Case-006,016,064,4,"[(139.2617660361296, 36.82975496847315)]"
Case-006,016,068,4,"[(138.92122276318946, 37.51084151435339)]"
Case-006,016,076,4,"[(135.51579003378825, 39.894644424934164)]"
Case-006,016,084,4,"[(138.24013621730916, 39.21355787905393)]"
Case-006,016,088,4,"[(136.8779631255488, 39.894644424934164)]"
Case-006,016,100,4,"[(139.60230930906965, 36.14866842259293)]"
Case-006,016,104,4,"[(138.92122276318946, 39.894644424934164)]"
Case-006,016,112,4,"[(139.60230930906965, 38.53247133317371)]"
Case-006,016,116,4,"[(144.71045840317123, 35.46758187671268)]"
Case-006,018,000,4,"[(185.91619442892485, 37.17029824141328)]"
Case-006,018,004,4,"[(189.32162715832607, 37.17029824141328)]"
Case-006,018,008,4,"[(189.6621704312661, 35.46758187671268)]"
Case-006,018,016,4,"[(180.12695878894306, 36.82975496847315)]"
Case-006,018,020,4,"[(181.4891318807034, 35.80812514965282), (188.6405406124458, 34.78649533083249)]"
Case-006,018,024,4,"[(173.9971798760209, 38.53247133317371), (185.91619442892485, 38.19192806023361)]"
Case-006,018,028,4,"[(173.9971798760209, 39.894644424934164), (191.70543006890682, 35.80812514965282)]"
Case-006,018,032,4,"[(179.10532897012268, 36.489211695533065), (186.93782424774523, 35.12703860377257), (195.79194934418817, 34.78649533083249), (190.3432569771464, 35.12703860377257)]"
Case-006,018,036,4,"[(180.80804533482328, 37.17029824141328), (195.45140607124804, 33.424322239072026), (190.0027137042062, 34.105408784952274)]"
Case-006,018,040,4,"[(180.12695878894306, 35.46758187671268), (194.08923297948758, 33.424322239072026), (188.6405406124458, 35.12703860377257)]"
Case-006,018,044,4,"[(192.0459733418468, 34.105408784952274)]"
Case-006,018,048,4,"[(183.8729347912843, 35.12703860377257)]"
Case-006,018,052,4,"[(189.6621704312661, 35.12703860377257)]"
Case-006,018,056,4,"[(187.95945406656568, 35.80812514965282)]"
Case-006,018,064,4,"[(180.12695878894306, 36.14866842259293)]"
Case-006,018,072,4,"[(191.0243435230266, 35.80812514965282)]"
Case-006,018,076,4,"[(194.77031952536785, 32.06214914731158)]"
Case-006,018,080,4,"[(184.55402133716444, 35.46758187671268), (203.28390134887064, 33.08377896613192)]"
Case-006,018,084,4,"[(198.175752254769, 32.06214914731158)]"
Case-006,018,088,4,"[(192.72705988772705, 34.445952057892384)]"
Case-006,018,092,4,"[(194.77031952536785, 33.764865512012136)]"
Case-012,002,024,4,"[(156.39246463791534, 54.28004975698586), (221.0006283743059, 75.29083471190962)]"
Case-012,002,028,4,"[(152.7155772708037, 56.38112825247823), (218.111645443004, 75.55346952384613)]"
Case-012,002,032,4,"[(152.4529424588671, 56.64376306441477), (219.16218469075005, 73.18975621641724)]"
Case-012,002,036,4,"[(150.35186396337474, 55.33058900473206), (215.74793213557493, 77.91718283127507)]"
Case-012,002,040,4,"[(144.5738981007707, 58.48220674797063), (217.32374100719423, 77.39191320740198)]"
Case-012,002,044,4,"[(144.04862847689762, 55.33058900473206), (213.3842188281461, 76.07873914771925)]"
Case-012,002,048,4,"[(143.7859936649611, 55.33058900473206), (212.59631439233638, 75.02819989997303)]"
Case-012,002,052,4,"[(146.14970697238996, 57.43166750022441), (217.06110619525765, 75.55346952384613)]"
Case-012,002,056,4,"[(143.26072404108797, 56.11849344054167)]"
Case-012,002,060,4,"[(145.36180253658037, 55.06795419279546)]"
Case-012,002,064,4,"[(145.8870721604534, 58.48220674797063)]"
Case-012,003,000,4,"[(167.1604919273137, 69.25023403736903), (183.44385026737973, 69.25023403736903)]"
Case-012,003,004,4,"[(168.47366598699654, 71.87658215673451)]"
Case-012,003,020,4,"[(159.28144756921736, 70.8260429089883)]"
Case-012,003,028,4,"[(157.18036907372496, 68.72496441349593)]"
Case-012,003,036,4,"[(185.01965913899895, 67.9370599776863)]"
Case-012,003,044,4,"[(181.0801369599508, 66.36125110606702)]"
Case-012,003,048,4,"[(185.54492876287205, 68.72496441349593)]"
Case-012,003,052,4,"[(165.847317867631, 70.8260429089883)]"
Case-012,003,056,4,"[(166.63522230344063, 68.98759922543246)]"
Case-012,003,064,4,"[(180.8175021480142, 68.19969478962282)]"
Case-012,003,068,4,"[(164.27150899601182, 68.19969478962282)]"
Case-012,003,104,4,"[(159.5440823811539, 67.67442516574975), (176.87797996896597, 67.41179035381319)]"
Case-012,003,108,4,"[(160.3319868169635, 67.41179035381319), (179.50432808833145, 64.78544223444771)]"
Case-012,003,124,4,"[(170.3121096705523, 68.98759922543246)]"
Case-012,003,132,4,"[(173.7263622257274, 68.19969478962282)]"
Case-012,005,024,4,"[(213.12158401620943, 46.40100539888943)]"
Case-012,005,028,4,"[(216.79847138332113, 46.66364021082599)]"
Case-012,005,036,4,"[(215.4852973236384, 48.76471870631834)]"
Case-012,005,136,4,"[(151.40240321112094, 46.13837058695289)]"
Case-012,007,020,4,"[(183.7064850793162, 65.31071185832084)]"
Case-012,007,040,4,"[(190.79762500160305, 58.48220674797063)]"
Case-012,008,012,4,"[(161.64516087664626, 55.06795419279546)]"
Case-012,008,016,4,"[(163.48360456020205, 55.06795419279546)]"
Case-012,008,056,4,"[(131.44215750394338, 52.17897126149349)]"
Case-012,009,076,4,"[(164.5341438079483, 61.89645930314571), (189.22181612998372, 61.633824491209154)]"
Case-012,009,080,4,"[(164.27150899601182, 59.79538080765336), (188.4339116941741, 61.10855486733605)]"
Case-012,009,084,4,"[(189.48445094192016, 60.58328524346298)]"
Case-012,009,088,4,"[(163.48360456020205, 60.05801561958989)]"
Case-012,009,092,4,"[(166.63522230344063, 60.05801561958989)]"
Case-012,009,108,4,"[(135.9069493068647, 50.07789276600111)]"
Case-012,009,128,4,"[(168.73630079893306, 59.79538080765336)]"
Case-012,009,136,4,"[(167.94839636312335, 62.15909411508226)]"
Case-025,016,064,4,"[(87.13983388326317, 92.65354420298102)]"
Case-025,016,068,4,"[(89.15963135737853, 92.0764592103766)]"
Case-025,016,072,4,"[(88.58254636477415, 94.96188417339856)]"
Case-025,016,080,4,"[(86.5627488906588, 90.92228922516783)]"
Case-025,016,096,4,"[(86.5627488906588, 94.96188417339856)]"
Case-025,016,100,4,"[(85.98566389805436, 94.09625668449195)]"
Case-025,016,104,4,"[(85.40857890544999, 96.40459665490954)]"
Case-025,016,108,4,"[(87.42837637956538, 93.80771418818976)]"
Case-025,016,112,4,"[(88.58254636477415, 96.69313915121175)]"
Case-025,016,116,4,"[(84.54295141654339, 96.69313915121175), (266.3247240869267, 99.29002161793152)]"
Case-025,016,120,4,"[(85.12003640914777, 98.71293662532712), (264.59346910911364, 99.00147912162929)]"
Case-025,016,124,4,"[(84.25440892024122, 96.98168164751395)]"
Case-025,016,128,4,"[(83.965866423939, 95.82751166230517), (259.6882466719763, 99.86710661053586)]"
Case-025,016,132,4,"[(81.65752645352144, 96.98168164751395)]"
Case-025,016,136,4,"[(84.25440892024122, 94.09625668449195), (259.11116167937195, 98.71293662532712)]"
Case-025,016,140,4,"[(82.23461144612581, 96.69313915121175), (261.99658664239394, 100.44419160314031)]"
Case-025,016,144,4,"[(79.06064398680168, 94.96188417339856), (148.31084309932868, 96.40459665490954)]"
Case-025,016,148,4,"[(78.48355899419728, 99.57856411423373), (146.00250312891114, 95.53896916600297)]"
Case-025,016,152,4,"[(141.96290818068042, 95.53896916600297)]"
Case-025,016,156,4,"[(140.23165320286728, 96.98168164751395), (166.77756286266924, 96.98168164751395)]"
Case-025,022,000,4,"[(116.92117995523567, 136.66894508999775)]"
Case-025,022,004,4,"[(116.64927023440953, 137.7565839733022)]"
Case-025,022,048,4,"[(234.11426963129747, 127.15210486108317)]"
Case-025,022,052,4,"[(170.4873949579832, 130.14311179017062)]"
Case-025,022,060,4,"[(164.2334713789822, 130.95884095264896)]"
Case-025,022,072,4,"[(194.41545039068257, 126.3363756986048)]"
Case-025,022,076,4,"[(192.51208234489968, 128.51165346521384)]"
Case-025,022,108,4,"[(206.37947810703224, 129.05547290686607)]"
Case-025,022,112,4,"[(208.2828461528152, 133.40602844008416)]"
Case-025,022,116,4,"[(212.90531140685945, 134.22175760256252)]"
Case-025,022,128,4,"[(221.0626030316433, 130.95884095264896)]"
Case-035,001,000,4,"[(207.1429975429975, 69.20907645613528)]"
Case-035,001,004,4,"[(204.7972250325192, 70.96840583899407)]"
Case-035,001,008,4,"[(205.38366816013874, 70.08874114756468)]"
Case-035,001,012,4,"[(206.8497759791879, 70.96840583899407)]"
Case-035,001,016,4,"[(204.50400346870936, 69.50229801994506)]"
Case-035,001,028,4,"[(211.24809943633477, 66.57008238184707)]"
Case-035,001,032,4,"[(209.19554848966612, 68.62263332851569)]"
Case-035,001,036,4,"[(207.1429975429975, 66.57008238184707)]"
Case-035,001,040,4,"[(205.09044659632906, 66.2768608180373)]"
Case-035,001,044,4,"[(207.72944067061712, 67.4497470732765)]"
Case-035,001,048,4,"[(202.15823095823097, 69.50229801994506)]"
Case-035,001,056,4,"[(196.8802428096546, 71.84807053042344)]"
Case-035,004,080,4,"[(140.58170255817316, 112.89908946379536)]"
Case-035,004,084,4,"[(124.1612949848244, 125.50761670761672)]"
Case-037,011,016,4,"[(219.3234068927743, 86.61452642806695)]"
Case-037,011,020,4,"[(219.3234068927743, 87.19938884644765)]"
Case-037,018,000,4,"[(248.38952997466924, 53.62589361103291)]"
Case-037,018,032,4,"[(237.82583732057418, 52.19836757669574)]"
Case-037,018,036,4,"[(246.1054883197298, 55.053419645370106)]"
Case-037,018,040,4,"[(259.5242330424993, 55.9099352659724)]"
Case-037,018,044,4,"[(261.2372642837039, 56.19544047283985)]"
Case-037,018,048,4,"[(262.09377990430625, 51.627357162960855)]"
Case-037,018,052,4,"[(256.38367576695754, 54.48240923163524)]"
Case-037,018,064,4,"[(234.97078525189983, 51.627357162960855)]"
Case-037,018,088,4,"[(237.25482690683924, 52.19836757669574)]"
Case-037,018,092,4,"[(253.8141289051506, 49.914325921756266)]"
Case-037,018,096,4,"[(260.09524345623424, 50.19983112862368)]"
Case-037,018,100,4,"[(262.37928511117366, 57.90847171404447)]"
Case-037,018,104,4,"[(248.9605403884042, 53.3403884041655)]"
Case-037,018,144,4,"[(235.82730087250215, 52.19836757669574)]"
Case-037,018,148,4,"[(248.67503518153669, 51.627357162960855)]"
Case-037,018,152,4,"[(257.81120180129466, 53.3403884041655)]"
Case-037,018,156,4,"[(260.38074866310154, 58.1939769209119)]"
Case-037,018,160,4,"[(258.0967070081622, 53.62589361103291)]"
Case-037,020,068,4,"[(154.74382212215028, 60.19251336898396)]"
Case-037,020,092,4,"[(160.73943146636645, 61.9055446101886)]"
Case-037,021,016,4,"[(139.89755136504363, 73.89676329862087), (169.30458767238946, 73.61125809175341)]"
Case-037,021,020,4,"[(141.61058260624822, 71.32721643681391), (170.16110329299178, 78.46484660849987), (274.9415142133408, 70.75620602307909)]"
Case-037,021,024,4,"[(135.32946805516465, 75.89529974669293), (168.73357725865466, 75.60979453982547), (276.08353504081066, 77.60833098789755)]"
Case-037,021,028,4,"[(132.18891077962286, 75.60979453982547), (267.80388404165495, 80.46338305657189)]"
Case-037,021,032,4,"[(131.90340557275542, 76.75181536729526), (270.6589361103293, 79.32136222910219)]"
Case-037,021,036,4,"[(132.7599211933577, 76.18080495356035), (273.7994933858711, 71.32721643681391)]"
Case-037,021,044,4,"[(141.61058260624822, 71.89822685054884), (172.15963974106384, 78.17934140163244)]"
Case-037,021,072,4,"[(156.1713481564875, 82.46191950464396), (185.5783844638334, 76.75181536729526)]"
Case-037,021,076,4,"[(147.32068674359695, 82.1764142977765)]"
Case-037,021,100,4,"[(145.8931607092598, 76.46631016042781), (181.58131156768928, 74.18226850548831)]"
Case-037,021,128,4,"[(154.74382212215028, 77.893836194765), (238.11134252744154, 77.893836194765)]"
Case-037,021,156,4,"[(153.88730650154795, 79.03585702223478)]"
Case-037,022,004,4,"[(125.90779622853927, 78.7503518153673)]"
Case-037,022,024,4,"[(77.94292147481002, 91.02707571066702)]"
Case-037,022,032,4,"[(272.65747255840137, 128.42825781030118)]"
Case-037,022,052,4,"[(114.77309316070924, 76.46631016042781)]"
Case-037,022,072,4,"[(262.95029552490854, 129.85578384463835)]"
Case-037,022,076,4,"[(256.09817056009007, 125.85871094849423)]"
Case-037,022,080,4,"[(260.9517590768364, 122.14714325921751)]"
Case-037,022,084,4,"[(257.52569659442725, 121.29062763861526)]"
Case-037,022,124,4,"[(259.5242330424993, 123.00365887981985)]"
Case-037,022,128,4,"[(256.09817056009007, 121.86163805235012)]"
Case-037,022,132,4,"[(254.6706445257529, 120.43411201801295)]"
Case-037,022,156,4,"[(271.2299465240641, 132.42533070644524)]"
Case-037,022,160,4,"[(198.99712918660282, 87.60101322825781)]"
Case-037,023,000,4,"[(191.68457869634335, 87.68203497615261)]"
Case-037,023,008,4,"[(184.94048272871808, 88.56169966758203)]"
Case-037,023,012,4,"[(188.45914149443567, 86.50914872091343)]"
Case-037,023,016,4,"[(187.28625523919644, 87.09559184853303)]"
Case-037,023,040,4,"[(196.66934528111003, 81.23116057233705)]"
Case-037,023,044,4,"[(196.66934528111003, 85.33626246567424), (221.59317820494306, 69.50229801994506)]"
Case-037,023,056,4,"[(197.8422315363492, 80.35149588090765)]"
Case-037,023,068,4,"[(206.63887845064315, 75.36672929614109)]"
Case-037,023,072,4,"[(204.2931059401648, 80.64471744471744)]"
Case-037,023,076,4,"[(198.42867466396888, 85.92270559329377), (226.57794478970953, 71.2616274028039)]"
Case-037,023,108,4,"[(223.64572915161156, 64.8107529989883)]"
Case-037,023,116,4,"[(208.398207833502, 76.24639398757047)]"
Case-037,024,000,4,"[(221.8863997687527, 77.12605867899987)]"
Case-037,024,004,4,"[(218.0745194392253, 74.19384304090184)]"
Case-037,024,008,4,"[(227.75083104494863, 75.07350773233128), (239.4796935973407, 67.4497470732765)]"
Case-037,024,012,4,"[(188.75236305824544, 100.58378378378379), (215.43552536493715, 81.23116057233705), (239.4796935973407, 70.08874114756468)]"
Case-037,024,024,4,"[(184.64726116490823, 111.1397600809365), (218.66096256684494, 82.11082526376646)]"
Case-037,024,028,4,"[(186.1133689839572, 105.86177193236011), (218.36774100303515, 81.81760369995662)]"
Case-037,024,032,4,"[(215.43552536493715, 84.16337621043505)]"
Case-037,024,036,4,"[(217.19485474779594, 87.09559184853303)]"
Case-037,024,044,4,"[(214.55586067350777, 79.17860962566843), (244.7576817459171, 68.3294117647059)]"
Case-037,024,048,4,"[(224.23217227923115, 66.2768608180373)]"
Case-037,024,052,4,"[(222.1796213325626, 70.38196271137448)]"
Case-037,024,056,4,"[(200.77444717444718, 79.47183118947824)]"
Case-037,024,060,4,"[(200.1880040468276, 85.33626246567424), (224.8186154068507, 69.79551958375484)]"
Case-037,024,064,4,"[(198.72189622777864, 82.11082526376646)]"
Case-037,024,068,4,"[(201.94733342968638, 85.33626246567424)]"
Case-037,024,072,4,"[(183.76759647347893, 96.77190345425639), (207.22532157826276, 81.81760369995662), (224.52539384304092, 71.84807053042344)]"
Case-037,024,076,4,"[(174.09128486775546, 103.80922098569158), (208.398207833502, 85.04304090186444), (249.15600520306413, 79.17860962566843)]"
Case-037,024,080,4,"[(194.03035120682185, 85.04304090186444), (221.0067350773233, 71.55484896661365)]"
Case-037,024,104,4,"[(191.09813556872388, 83.87015464662525)]"
Case-037,024,108,4,"[(180.2489377077613, 88.85492123139186), (220.42029194970368, 70.96840583899407)]"
Case-037,024,112,4,"[(173.7980633039457, 104.68888567712098), (202.82699812111576, 87.09559184853303)]"
Case-037,024,116,4,"[(246.51701112877586, 85.33626246567424)]"
Case-037,024,128,4,"[(226.87116635351924, 78.29894493423905)]"
Case-037,024,132,4,"[(236.25425639543286, 73.02095678566266)]"
Case-037,024,136,4,"[(223.35250758780177, 74.78028616852144), (243.2915739268681, 65.39719612660791)]"
Case-037,025,016,4,"[(152.68611070964013, 99.41089752854454), (180.83538083538093, 83.28371151900562)]"
Case-037,025,020,4,"[(147.99456568868334, 99.99734065616421)]"
Case-037,025,108,4,"[(192.271021823963, 70.08874114756468)]"
Case-037,026,060,4,"[(139.78436190200898, 108.20754444283855)]"
Case-037,026,064,4,"[(174.38450643156523, 104.68888567712098)]"
Case-037,026,068,4,"[(134.79959531724236, 109.96687382569736)]"
Case-062,023,080,4,"[(198.24090186443138, 57.18699233993351)]"
Case-062,027,000,4,"[(117.0185286891169, 67.74296863708629)]"
Case-062,027,012,4,"[(115.25919930625813, 68.62263332851569)]"
Case-062,027,020,4,"[(122.29651683769333, 67.15652550946668)]"
Case-062,027,080,4,"[(118.19141494435613, 62.4649804885099)]"
Case-062,027,084,4,"[(116.72530712530715, 63.931088307558895)]"
Case-062,027,092,4,"[(113.20664835958956, 64.22430987136865)]"
Case-062,027,100,4,"[(117.31175025292677, 66.86330394565688)]"
Case-062,027,104,4,"[(117.31175025292677, 65.69041769041769)]"
Case-069,002,016,4,"[(261.46046708359773, 104.28593008852224)]"
Case-069,002,020,4,"[(240.00725097434972, 104.89887912021511)]"
Case-069,002,024,4,"[(245.83026677543128, 104.89887912021511)]"
Case-069,002,108,4,"[(169.21163781383126, 88.96220429620232)]"
Case-069,002,112,4,"[(169.21163781383126, 88.96220429620232), (246.13674129127756, 104.59240460436864)]"
Case-069,002,116,4,"[(243.99141968035286, 105.51182815190792)]"
Case-069,003,076,4,"[(162.46919846521044, 104.59240460436864)]"
Case-069,003,080,4,"[(160.0174023384392, 106.43125169944712)]"
Case-069,003,156,4,"[(160.93682588597844, 106.43125169944712)]"
Case-069,004,008,4,"[(165.67887323943663, 53.676222038111014)]"
Case-069,004,016,4,"[(158.34420426301125, 61.62211342923852)]"
Case-069,004,020,4,"[(156.816148226256, 61.927724636589545)]"
Case-069,004,024,4,"[(156.816148226256, 63.4557806733449)]"
Case-069,004,048,4,"[(156.20492581155384, 83.9317315658658)]"
Case-069,004,052,4,"[(151.00953528658584, 83.62612035851468)]"
Case-069,004,056,4,"[(149.78709045718156, 82.09806432175945)]"
Case-069,004,060,4,"[(146.1197559689689, 81.7924531144084)]"
Case-069,004,064,4,"[(143.3692551028094, 87.29345484672743)]"
Case-069,004,072,4,"[(137.5626421631393, 82.09806432175945), (148.25903442042627, 85.45978760262108)]"
Case-069,005,000,4,"[(159.2610378850644, 62.23333584394065)]"
Case-069,006,008,4,"[(152.53759132334113, 59.48283497778114), (164.45642841003234, 54.898666867515274)]"
Case-069,006,012,4,"[(155.59370339685174, 60.09405739248325), (171.48548617910677, 55.81550048956842)]"
Case-069,006,016,4,"[(171.1798749717557, 59.17722377043006)]"
Case-069,006,020,4,"[(167.512540483543, 56.42672290427055)]"
Case-069,006,036,4,"[(145.50853355426673, 175.9207049785343)]"
Case-069,006,048,4,"[(173.93037583791522, 174.69826014913005), (198.68488363335103, 196.39665587105515)]"
Case-069,006,064,4,"[(151.62075770128794, 69.8736160277171)]"
Case-069,006,068,4,"[(151.62075770128794, 73.5409505159298)]"
Case-069,006,072,4,"[(150.39831287188375, 69.56800482036606)]"
Case-069,006,076,4,"[(150.70392407923472, 73.23533930857874)]"
Case-069,006,080,4,"[(141.22997665135196, 74.15217293063192), (156.816148226256, 68.95678240566396)]"
Case-069,006,084,4,"[(136.95141974843716, 76.90267379679146), (148.25903442042627, 72.0128944791745)]"
Case-069,006,088,4,"[(147.03658959102208, 70.48483844241925)]"
Case-069,006,092,4,"[(141.53558785870297, 76.2914513820893)]"
Case-069,006,096,4,"[(141.22997665135196, 73.84656172328087)]"
Case-069,006,100,4,"[(137.86825337049035, 75.0690065526851)]"
Case-069,006,104,4,"[(140.6187542366498, 74.15217293063192)]"
Case-069,006,108,4,"[(137.86825337049035, 73.23533930857874)]"
Case-069,009,000,4,"[(173.93037583791522, 104.10207125103564)]"
Case-069,009,004,4,"[(167.818151690894, 100.43473676282292)]"
Case-069,009,008,4,"[(156.20492581155384, 104.10207125103564)]"
Case-069,009,012,4,"[(151.62075770128794, 97.37862468931235)]"
Case-069,009,028,4,"[(192.26704827897865, 129.46780146117345)]"
Case-069,009,032,4,"[(199.6017172554042, 116.32651954507791)]"
Case-069,009,068,4,"[(220.68889056262714, 96.7674022746102)]"
Case-069,009,084,4,"[(223.43939142878665, 98.6010695187166)]"
Case-069,009,104,4,"[(221.91133539203136, 99.51790314076969)]"
Case-069,009,108,4,"[(216.10472245236122, 101.65718159222719)]"
Case-069,012,016,4,"[(221.6057241846803, 51.23133237930255)]"
Case-069,012,020,4,"[(213.35422158620173, 53.98183324546209)]"
Case-069,012,028,4,"[(213.35422158620173, 51.53694358665361), (236.8862845522332, 52.75938841605783)]"
Case-069,012,052,4,"[(234.74700610077585, 56.42672290427055)]"
Case-069,012,056,4,"[(222.2169465993824, 54.898666867515274), (239.94239662574375, 55.509889282217365)]"
Case-069,012,060,4,"[(219.4664457332229, 50.620109964600445), (234.13578368607364, 51.53694358665361)]"
Case-069,012,064,4,"[(217.93838969646754, 52.4537772087068), (232.30211644196737, 54.59305566016416)]"
Case-069,012,068,4,"[(224.66183625819093, 51.842554794004705)]"
Case-069,012,072,4,"[(222.2169465993824, 51.53694358665361)]"
Case-069,012,076,4,"[(223.13378022143556, 54.898666867515274)]"
Case-069,012,080,4,"[(221.30011297732915, 52.75938841605783)]"
Case-069,012,084,4,"[(222.5225578067334, 51.23133237930255)]"
Case-069,012,088,4,"[(223.13378022143556, 52.148166001355726)]"
Case-069,012,092,4,"[(215.49350003765915, 51.53694358665361), (230.77406040521203, 54.59305566016416)]"
Case-069,012,100,4,"[(216.4103336597123, 50.314498757249396)]"
Case-069,013,000,4,"[(169.3462077276493, 49.70327634254724)]"
Case-069,013,004,4,"[(168.12376289824508, 45.42471943963243)]"
Case-069,013,008,4,"[(145.20292234691573, 43.28544098817505), (159.56664909241545, 47.258386683738756)]"
Case-069,013,012,4,"[(136.64580854108607, 53.370610830759965)]"
Case-069,013,016,4,"[(142.14681027340512, 48.78644272049408)]"
Case-069,013,020,4,"[(137.25703095578822, 49.092053927845136), (161.09470512917085, 47.86960909844091), (199.296106048053, 56.73233411162161)]"
Case-069,013,024,4,"[(133.89530767492653, 50.9257211719515), (194.71193793778713, 58.871612563079005)]"
Case-069,013,028,4,"[(136.340197333735, 46.95277547638773), (159.87226029976648, 45.730330646983504)]"
Case-069,013,032,4,"[(144.28608872486254, 52.75938841605783)]"
Case-069,013,036,4,"[(161.09470512917085, 46.95277547638773), (182.18187843639376, 49.092053927845136)]"
Case-069,013,040,4,"[(167.20692927619191, 49.092053927845136), (184.3211568878513, 46.34155306168561)]"
Case-069,013,044,4,"[(158.0385930556602, 49.70327634254724), (186.15482413195753, 48.78644272049408)]"
Case-069,013,048,4,"[(160.48348271446864, 46.95277547638773), (181.87626722904275, 50.9257211719515)]"
Case-069,013,052,4,"[(150.70392407923472, 51.53694358665361), (183.09871205844684, 47.563997891089855)]"
Case-069,013,056,4,"[(160.17787150711757, 50.00888754989833), (182.79310085109586, 48.480831513143045)]"
Case-069,013,060,4,"[(156.20492581155384, 50.9257211719515), (180.95943360698953, 49.092053927845136)]"
Case-069,013,064,4,"[(153.7600361527453, 50.314498757249396), (171.7910973864578, 48.78644272049408)]"
Case-069,013,068,4,"[(149.1758680424795, 51.23133237930255), (171.48548617910677, 47.258386683738756), (187.68288016871284, 47.258386683738756)]"
Case-069,013,072,4,"[(150.09270166453268, 49.39766513519621), (168.73498531294723, 48.480831513143045), (184.9323793025533, 49.092053927845136)]"
Case-069,013,076,4,"[(151.926368908639, 46.647164269036686), (171.7910973864578, 45.42471943963243), (185.54360171725546, 45.42471943963243)]"
