case,clip,frame,wkt_geoms
Case-074,10,60,"['LINESTRING (42.91443850267378 22.56774822951294, 43.91711229946525 98.04939297586357)', 'LINESTRING (53.87700534759357 18.67339933516404, 67.58021390374329 97.93485330250033)']"
Case-074,10,64,"['LINESTRING (42.5802139037433 22.10958953606013, 43.24866310160429 99.5384087295852)', 'LINESTRING (53.47593582887701 20.04787541552248, 67.58021390374329 98.85117068940599)']"
Case-074,10,68,"['LINESTRING (42.71390374331551 21.65143084260731, 43.91711229946525 97.59123428241077)', 'LINESTRING (54.07754010695187 19.47517704870646, 67.8475935828877 98.27847232258998)']"
Case-074,10,72,"['LINESTRING (42.64705882352941 21.7659705159705, 43.91711229946525 99.5384087295852)', 'LINESTRING (53.14171122994652 19.36063737534325, 68.44919786096254 99.19478970949559)']"
Case-074,10,76,"['LINESTRING (41.91176470588237 22.68228790287613, 44.6524064171123 98.96571036276916)', 'LINESTRING (50.40106951871659 21.1932721491545, 58.75668449197862 99.30932938285878)', 'LINESTRING (54.81283422459893 19.36063737534325, 67.37967914438502 98.73663101604275)']"
Case-074,10,80,"['LINESTRING (43.78342245989306 21.65143084260731, 44.05080213903743 97.01853591559473)', 'LINESTRING (50.3342245989305 21.4223514958809, 58.55614973262033 98.16393264922674)', 'LINESTRING (55.01336898395722 20.04787541552248, 69.05080213903746 97.01853591559473)']"
Case-074,10,84,"['LINESTRING (38.90374331550802 22.91136724960255, 33.82352941176471 95.30044081514669)', 'LINESTRING (42.91443850267378 20.16241508888567, 43.64973262032086 95.75859950859949)']"
Case-074,10,88,"['LINESTRING (44.11764705882354 19.70425639543287, 43.64973262032086 97.36215493568436)', 'LINESTRING (51.13636363636363 19.70425639543287, 62.03208556149733 99.99656742303799)']"
Case-074,10,92,"['LINESTRING (44.71925133689842 19.47517704870646, 46.45721925133689 97.59123428241077)', 'LINESTRING (53.00802139037432 19.13155802861685, 66.17647058823529 98.04939297586357)']"
Case-074,10,96,"['LINESTRING (43.91711229946525 20.50603410897529, 46.92513368983957 96.44583754877874)']"
Case-074,10,100,"['LINESTRING (44.31818181818182 19.58971672206966, 44.6524064171123 98.39301199595317)']"
Case-074,10,104,"['LINESTRING (44.78609625668449 19.81879606879607, 45.25401069518718 97.59123428241077)']"
Case-074,10,116,"['LINESTRING (49.73262032085562 20.50603410897529, 55.94919786096254 97.59123428241077)']"
Case-074,10,124,"['LINESTRING (49.79946524064171 21.4223514958809, 58.42245989304813 98.27847232258998)']"
Case-074,10,128,"['LINESTRING (49.73262032085562 20.84965312906489, 58.48930481283422 99.19478970949559)']"
Case-074,11,0,"['LINESTRING (37.70053475935829 23.59860528978176, 30.61497326203209 99.5384087295852)']"
Case-074,11,4,"['LINESTRING (37.5 23.02590692296575, 30.14705882352941 98.50755166931637)']"
Case-074,11,8,"['LINESTRING (37.5 23.36952594305535, 29.74598930481284 98.16393264922674)']"
Case-074,11,12,"['LINESTRING (36.63101604278074 23.48406561641857, 28.74331550802139 97.2476152623211)']"
Case-074,11,16,"['LINESTRING (35.96256684491978 23.94222430987137, 23.79679144385027 98.73663101604275)']"
Case-074,11,24,"['LINESTRING (33.08823529411764 25.08762104350338, 22.12566844919786 99.65294840294841)']"
Case-074,11,32,"['LINESTRING (37.5 23.59860528978176, 28.81016042780749 98.27847232258998)']"
Case-074,11,36,"['LINESTRING (36.29679144385026 23.25498626969215, 26.87165775401069 98.39301199595317)']"
Case-074,11,40,"['LINESTRING (35.42780748663102 24.40038300332418, 26.47058823529412 98.16393264922674)']"
Case-074,11,44,"['LINESTRING (35.02673796791444 24.05676398323457, 24.73262032085561 97.47669460904757)']"
Case-074,11,48,"['LINESTRING (34.55882352941175 24.85854169677699, 24.79946524064171 98.04939297586357)']"
Case-074,11,52,"['LINESTRING (34.75935828877006 24.05676398323457, 24.13101604278075 97.59123428241077)']"
Case-074,11,56,"['LINESTRING (34.55882352941175 24.62946235005059, 23.86363636363637 98.73663101604275)']"
Case-074,11,60,"['LINESTRING (34.29144385026738 25.2021607168666, 24.79946524064171 98.16393264922674)']"
Case-074,11,64,"['LINESTRING (33.75668449197862 25.54577973695621, 23.12834224598931 97.01853591559473)']"
Case-074,11,68,"['LINESTRING (34.42513368983957 24.51492267668737, 23.46256684491978 96.90399624223153)']"
Case-074,11,72,"['LINESTRING (35.02673796791444 24.40038300332418, 23.93048128342246 98.50755166931637)']"
Case-074,11,76,"['LINESTRING (34.22459893048127 24.74400202341379, 24.06417112299464 96.44583754877874)']"
Case-074,11,80,"['LINESTRING (34.29144385026738 23.94222430987137, 23.99732620320855 98.85117068940599)']"
Case-074,11,84,"['LINESTRING (33.68983957219251 24.74400202341379, 24.13101604278075 97.36215493568436)']"
Case-074,11,100,"['LINESTRING (33.35561497326204 24.40038300332418, 23.99732620320855 97.59123428241077)']"
Case-074,11,112,"['LINESTRING (34.82620320855615 23.36952594305535, 24.13101604278075 97.70577395577395)']"
Case-074,11,116,"['LINESTRING (36.22994652406417 23.71314496314497, 27.74064171122995 97.59123428241077)', 'LINESTRING (48.93048128342245 20.73511345570169, 60.56149732620322 97.82031362913716)']"
Case-075,1,0,"['LINESTRING (27.33957219251337 21.30781182251771, 9.558823529411764 93.92596473478827)', 'LINESTRING (42.64705882352941 22.45320855614973, 42.24598930481282 97.70577395577395)']"
Case-075,1,4,"['LINESTRING (27.74064171122995 21.7659705159705, 9.224598930481283 95.87313918196271)', 'LINESTRING (42.91443850267378 22.91136724960255, 42.17914438502674 97.01853591559473)']"
Case-075,1,8,"['LINESTRING (27.80748663101605 22.10958953606013, 8.422459893048128 95.98767885532592)', 'LINESTRING (43.51604278074866 21.30781182251771, 43.91711229946525 96.90399624223153)']"
Case-075,1,12,"['LINESTRING (27.94117647058824 22.33866888278653, 9.090909090909092 97.82031362913716)', 'LINESTRING (41.3770053475936 22.56774822951294, 38.56951871657754 97.70577395577395)', 'LINESTRING (43.51604278074866 22.10958953606013, 44.38502673796791 97.59123428241077)']"
Case-075,1,16,"['LINESTRING (28.07486631016043 21.99504986269692, 9.558823529411764 92.3224093077034)', 'LINESTRING (43.18181818181818 21.4223514958809, 42.24598930481282 97.01853591559473)']"
Case-075,1,20,"['LINESTRING (27.60695187165776 22.22412920942333, 9.224598930481283 96.10221852868911)', 'LINESTRING (37.03208556149733 22.79682757623934, 32.48663101604279 96.78945656886833)', 'LINESTRING (40.44117647058824 22.45320855614973, 40.37433155080213 97.2476152623211)', 'LINESTRING (42.98128342245988 21.99504986269692, 44.98663101604279 96.78945656886833)']"
Case-075,1,24,"['LINESTRING (28.5427807486631 21.7659705159705, 9.82620320855615 92.89510767451945)', 'LINESTRING (36.89839572192513 22.56774822951294, 32.55347593582889 98.39301199595317)', 'LINESTRING (41.04278074866311 23.02590692296575, 39.50534759358289 97.82031362913716)', 'LINESTRING (43.44919786096257 22.22412920942333, 43.78342245989306 98.16393264922674)']"
Case-075,1,28,"['LINESTRING (37.5668449197861 22.91136724960255, 32.21925133689839 98.04939297586357)', 'LINESTRING (42.24598930481282 21.88051018933372, 40.50802139037434 97.36215493568436)']"
Case-075,1,32,"['LINESTRING (28.5427807486631 20.73511345570169, 10.09358288770053 94.3841234282411)', 'LINESTRING (37.16577540106952 23.82768463650816, 31.01604278074867 99.88202774967479)', 'LINESTRING (42.44652406417112 21.65143084260731, 40.50802139037434 98.04939297586357)']"
Case-075,1,36,"['LINESTRING (28.74331550802139 21.30781182251771, 10.56149732620321 92.78056800115621)', 'LINESTRING (37.16577540106952 23.94222430987137, 29.87967914438502 97.93485330250033)', 'LINESTRING (42.64705882352941 22.91136724960255, 39.50534759358289 98.27847232258998)']"
Case-075,1,40,"['LINESTRING (28.20855614973263 21.88051018933372, 9.491978609625667 94.3841234282411)', 'LINESTRING (37.5 22.91136724960255, 32.28609625668448 98.62209134267957)', 'LINESTRING (42.8475935828877 20.84965312906489, 42.11229946524064 97.2476152623211)']"
Case-075,1,44,"['LINESTRING (28.00802139037432 21.4223514958809, 10.22727272727273 94.72774244833066)', 'LINESTRING (36.63101604278074 23.82768463650816, 32.55347593582889 98.96571036276916)', 'LINESTRING (43.11497326203209 20.62057378233849, 42.04545454545455 96.78945656886833)']"
Case-075,1,48,"['LINESTRING (28.20855614973263 22.10958953606013, 10.82887700534759 93.69688538806187)', 'LINESTRING (36.89839572192513 22.56774822951294, 32.0187165775401 96.78945656886833)', 'LINESTRING (42.8475935828877 20.39149443561208, 42.71390374331551 95.4149804885099)']"
Case-075,1,52,"['LINESTRING (27.13903743315508 22.45320855614973, 10.16042780748663 92.66602832779303)', 'LINESTRING (43.04812834224598 21.88051018933372, 43.04812834224598 97.36215493568436)']"
Case-075,1,56,"['LINESTRING (28.14171122994653 19.81879606879607, 9.491978609625667 94.72774244833066)', 'LINESTRING (38.90374331550802 22.45320855614973, 32.88770053475936 96.90399624223153)', 'LINESTRING (41.71122994652406 22.79682757623934, 38.83689839572193 98.39301199595317)', 'LINESTRING (43.64973262032086 21.88051018933372, 46.45721925133689 98.27847232258998)']"
Case-075,1,60,"['LINESTRING (28.87700534759358 19.24609770198005, 9.95989304812834 93.12418702124586)', 'LINESTRING (38.70320855614974 22.79682757623934, 33.08823529411764 97.82031362913716)', 'LINESTRING (41.04278074866311 22.68228790287613, 39.37165775401069 97.82031362913716)', 'LINESTRING (43.51604278074866 21.53689116924411, 45.12032085561497 98.04939297586357)']"
Case-075,1,64,"['LINESTRING (27.67379679144385 23.02590692296575, 9.024064171122994 95.4149804885099)', 'LINESTRING (38.36898395721926 23.14044659632895, 32.95454545454545 95.98767885532592)', 'LINESTRING (40.57486631016043 23.36952594305535, 39.2379679144385 97.36215493568436)', 'LINESTRING (42.5802139037433 22.45320855614973, 43.98395721925134 96.10221852868911)']"
Case-075,1,68,"['LINESTRING (28.20855614973263 21.65143084260731, 10.49465240641711 91.74971094088743)', 'LINESTRING (42.78074866310158 22.22412920942333, 41.1764705882353 98.16393264922674)']"
Case-075,1,72,"['LINESTRING (28.07486631016043 20.62057378233849, 9.491978609625667 91.97879028761385)', 'LINESTRING (37.3663101604278 23.36952594305535, 31.08288770053476 97.13307558895794)', 'LINESTRING (42.98128342245988 21.30781182251771, 41.91176470588237 98.16393264922674)']"
Case-075,1,76,"['LINESTRING (28.34224598930481 22.10958953606013, 9.82620320855615 91.40609192079779)', 'LINESTRING (36.69786096256685 23.71314496314497, 30.68181818181819 95.98767885532592)', 'LINESTRING (42.51336898395722 22.91136724960255, 41.1096256684492 98.27847232258998)']"
Case-075,1,80,"['LINESTRING (28.40909090909091 22.33866888278653, 9.625668449197859 93.69688538806187)', 'LINESTRING (36.69786096256685 22.79682757623934, 29.94652406417111 98.27847232258998)', 'LINESTRING (42.98128342245988 20.73511345570169, 42.37967914438503 98.39301199595317)']"
Case-075,1,84,"['LINESTRING (27.40641711229947 22.56774822951294, 10.7620320855615 94.84228212169387)', 'LINESTRING (36.43048128342246 23.25498626969215, 30.74866310160428 96.67491689550516)', 'LINESTRING (43.04812834224598 20.84965312906489, 42.91443850267378 98.27847232258998)']"
Case-075,1,88,"['LINESTRING (27.20588235294118 23.14044659632895, 8.756684491978612 97.2476152623211)', 'LINESTRING (36.89839572192513 22.68228790287613, 31.81818181818181 97.13307558895794)', 'LINESTRING (43.44919786096257 20.50603410897529, 43.24866310160429 98.62209134267957)']"
Case-075,1,92,"['LINESTRING (27.40641711229947 22.33866888278653, 12.5668449197861 91.52063159416099)', 'LINESTRING (43.18181818181818 21.65143084260731, 42.17914438502674 97.13307558895794)']"
Case-075,1,96,"['LINESTRING (42.44652406417112 20.73511345570169, 41.31016042780747 98.50755166931637)']"
Case-075,1,100,"['LINESTRING (38.90374331550802 21.88051018933372, 32.95454545454545 98.50755166931637)', 'LINESTRING (42.24598930481282 22.10958953606013, 41.57754010695189 96.90399624223153)']"
Case-075,1,104,"['LINESTRING (37.5668449197861 22.56774822951294, 32.35294117647059 98.04939297586357)', 'LINESTRING (42.04545454545455 21.1932721491545, 41.57754010695189 98.96571036276916)']"
Case-075,1,108,"['LINESTRING (27.47326203208556 20.27695476224888, 12.36631016042781 93.35326636797222)', 'LINESTRING (37.03208556149733 23.82768463650816, 32.48663101604279 97.01853591559473)', 'LINESTRING (41.84491978609627 21.30781182251771, 40.17379679144385 98.73663101604275)']"
Case-075,1,112,"['LINESTRING (27.54010695187166 21.30781182251771, 10.96256684491978 93.00964734788263)', 'LINESTRING (37.5 23.48406561641857, 32.35294117647059 97.36215493568436)', 'LINESTRING (42.8475935828877 20.04787541552248, 41.1096256684492 98.62209134267957)']"
Case-075,1,116,"['LINESTRING (28.07486631016043 21.4223514958809, 11.96524064171123 90.48977453389222)', 'LINESTRING (36.43048128342246 22.56774822951294, 32.08556149732621 97.13307558895794)', 'LINESTRING (42.5802139037433 20.16241508888567, 41.51069518716578 98.16393264922674)']"
Case-075,1,120,"['LINESTRING (27.27272727272727 21.53689116924411, 9.759358288770054 91.52063159416099)', 'LINESTRING (35.89572192513369 22.10958953606013, 32.21925133689839 97.13307558895794)', 'LINESTRING (43.11497326203209 20.39149443561208, 42.5802139037433 98.27847232258998)']"
Case-075,1,124,"['LINESTRING (27.54010695187166 22.33866888278653, 8.957219251336898 94.26958375487787)', 'LINESTRING (36.83155080213903 22.10958953606013, 31.68449197860963 97.93485330250033)', 'LINESTRING (43.24866310160429 20.62057378233849, 42.44652406417112 97.93485330250033)']"
Case-075,1,128,"['LINESTRING (27.33957219251337 21.99504986269692, 8.556149732620318 96.44583754877874)', 'LINESTRING (36.69786096256685 22.33866888278653, 30.94919786096257 98.50755166931637)', 'LINESTRING (43.04812834224598 21.65143084260731, 42.37967914438503 97.93485330250033)']"
Case-075,2,0,"['LINESTRING (29.81283422459894 29.89828732475792, 15.37433155080214 98.50755166931637)', 'LINESTRING (49.39839572192513 34.25079491255961, 55.54812834224598 98.50755166931637)', 'LINESTRING (54.14438502673799 35.05257262610203, 62.96791443850267 99.08025003613238)']"
Case-075,2,4,"['LINESTRING (29.41176470588236 29.78374765139471, 15.57486631016043 99.76748807631159)', 'LINESTRING (50.46791443850267 32.87631883220119, 57.75401069518716 98.85117068940599)', 'LINESTRING (55.68181818181819 32.53269981211157, 66.37700534759358 98.39301199595317)']"
Case-075,2,8,"['LINESTRING (29.94652406417111 29.5546683046683, 17.37967914438503 98.04939297586357)', 'LINESTRING (50.40106951871659 31.96000144529555, 58.55614973262033 97.36215493568436)', 'LINESTRING (55.4144385026738 33.10539817892759, 64.97326203208557 97.59123428241077)']"
Case-075,2,12,"['LINESTRING (29.74598930481284 29.89828732475792, 17.11229946524064 98.85117068940599)', 'LINESTRING (50.06684491978609 32.53269981211157, 56.75133689839573 97.82031362913716)', 'LINESTRING (54.41176470588236 33.79263621910681, 64.5053475935829 98.50755166931637)']"
Case-075,2,16,"['LINESTRING (27.74064171122995 31.04368405838994, 13.16844919786096 98.85117068940599)', 'LINESTRING (34.82620320855615 30.92914438502673, 28.94385026737968 98.96571036276916)', 'LINESTRING (54.01069518716578 32.18908079202197, 64.77272727272728 97.82031362913716)']"
Case-075,2,20,"['LINESTRING (25.26737967914439 29.66920797803151, 8.088235294117649 96.44583754877874)', 'LINESTRING (29.81283422459894 30.58552536493713, 15.84224598930481 98.50755166931637)', 'LINESTRING (34.69251336898395 31.15822373175315, 23.99732620320855 98.27847232258998)', 'LINESTRING (53.40909090909089 32.41816013874838, 62.63368983957219 99.88202774967479)']"
Case-075,2,24,"['LINESTRING (25.33422459893049 30.58552536493713, 7.620320855614973 95.64405983523629)', 'LINESTRING (30.01336898395722 29.66920797803151, 15.10695187165775 97.59123428241077)', 'LINESTRING (33.15508021390374 29.21104928457869, 20.32085561497326 97.47669460904757)', 'LINESTRING (53.20855614973263 32.18908079202197, 61.09625668449197 98.85117068940599)']"
Case-075,2,28,"['LINESTRING (24.66577540106951 31.73092209856916, 7.219251336898395 95.52952016187307)', 'LINESTRING (28.74331550802139 30.47098569157394, 15.84224598930481 96.33129787541552)', 'LINESTRING (52.33957219251339 33.6780965457436, 60.7620320855615 97.70577395577395)']"
Case-075,2,32,"['LINESTRING (27.54010695187166 29.89828732475792, 10.89572192513369 98.16393264922674)', 'LINESTRING (31.55080213903743 30.58552536493713, 19.51871657754011 98.50755166931637)', 'LINESTRING (52.33957219251339 32.64723948547477, 62.03208556149733 98.27847232258998)']"
Case-075,2,36,"['LINESTRING (28.27540106951873 31.04368405838994, 13.56951871657754 97.82031362913716)', 'LINESTRING (52.60695187165777 32.99085850556438, 61.76470588235294 99.76748807631159)']"
Case-075,2,40,"['LINESTRING (28.14171122994653 28.40927157103627, 14.57219251336898 98.85117068940599)', 'LINESTRING (49.73262032085562 32.99085850556438, 56.21657754010696 98.62209134267957)', 'LINESTRING (54.07754010695187 31.96000144529555, 63.36898395721926 98.04939297586357)']"
Case-075,2,44,"['LINESTRING (29.14438502673797 29.3255889579419, 15.24064171122995 98.16393264922674)', 'LINESTRING (51.06951871657755 32.64723948547477, 58.48930481283422 97.59123428241077)', 'LINESTRING (54.87967914438503 33.334477525654, 66.91176470588235 98.85117068940599)']"
Case-075,2,48,"['LINESTRING (28.67647058823529 30.01282699812112, 15.10695187165775 98.85117068940599)', 'LINESTRING (33.22192513368984 29.21104928457869, 25.40106951871658 98.39301199595317)', 'LINESTRING (36.63101604278074 28.7528905911259, 29.81283422459894 99.65294840294841)', 'LINESTRING (50.06684491978609 32.18908079202197, 57.0187165775401 98.73663101604275)', 'LINESTRING (53.6096256684492 32.76177915883799, 64.5053475935829 98.73663101604275)']"
Case-075,2,52,"['LINESTRING (27.67379679144385 31.04368405838994, 12.96791443850267 97.47669460904757)', 'LINESTRING (35.89572192513369 28.52381124439948, 26.47058823529412 98.27847232258998)', 'LINESTRING (53.34224598930483 33.10539817892759, 63.97058823529412 97.93485330250033)']"
Case-075,2,56,"['LINESTRING (26.06951871657754 31.04368405838994, 9.692513368983958 98.04939297586357)', 'LINESTRING (30.14705882352941 30.58552536493713, 15.64171122994652 98.73663101604275)', 'LINESTRING (33.68983957219251 30.12736667148432, 24.39839572192513 97.82031362913716)', 'LINESTRING (52.74064171122996 31.61638242520595, 63.23529411764706 98.04939297586357)']"
Case-075,2,60,"['LINESTRING (25.53475935828877 29.89828732475792, 8.021390374331553 95.98767885532592)', 'LINESTRING (30.48128342245989 30.47098569157394, 16.04278074866311 98.62209134267957)', 'LINESTRING (53.07486631016043 32.53269981211157, 61.56417112299465 96.33129787541552)']"
Case-075,2,64,"['LINESTRING (29.94652406417111 29.44012863130511, 15.04010695187165 99.19478970949559)', 'LINESTRING (52.54010695187167 30.58552536493713, 62.4331550802139 99.08025003613238)']"
Case-075,2,68,"['LINESTRING (27.13903743315508 28.18019222430986, 10.6951871657754 98.73663101604275)', 'LINESTRING (33.28877005347594 28.98196993785228, 23.52941176470588 99.30932938285878)', 'LINESTRING (51.5374331550802 32.30362046538517, 60.82887700534758 98.85117068940599)']"
Case-075,2,72,"['LINESTRING (26.8048128342246 30.12736667148432, 11.63101604278075 98.85117068940599)', 'LINESTRING (52.27272727272727 33.10539817892759, 61.56417112299465 99.99656742303799)']"
Case-075,2,76,"['LINESTRING (28.94385026737968 29.44012863130511, 15.10695187165775 99.76748807631159)', 'LINESTRING (53.34224598930483 32.41816013874838, 63.90374331550803 98.85117068940599)']"
Case-075,2,80,"['LINESTRING (29.54545454545455 29.5546683046683, 17.58021390374332 98.96571036276916)', 'LINESTRING (50.53475935828877 32.87631883220119, 57.95454545454546 98.04939297586357)', 'LINESTRING (55.4812834224599 32.64723948547477, 66.44385026737967 98.50755166931637)']"
Case-075,2,84,"['LINESTRING (29.87967914438502 29.21104928457869, 18.78342245989305 99.423869056222)', 'LINESTRING (51.40374331550801 32.53269981211157, 59.29144385026737 97.82031362913716)', 'LINESTRING (55.54812834224598 33.4490171990172, 67.37967914438502 98.27847232258998)']"
Case-075,2,88,"['LINESTRING (29.54545454545455 30.24190634484752, 15.97593582887701 99.423869056222)', 'LINESTRING (54.74598930481284 32.53269981211157, 64.57219251336896 98.16393264922674)']"
Case-075,2,92,"['LINESTRING (28.27540106951873 29.78374765139471, 12.83422459893048 99.65294840294841)', 'LINESTRING (34.15775401069519 29.44012863130511, 24.33155080213904 98.04939297586357)', 'LINESTRING (53.94385026737967 31.73092209856916, 64.70588235294117 98.96571036276916)']"
Case-075,2,96,"['LINESTRING (26.33689839572192 30.70006503830033, 9.759358288770054 97.59123428241077)', 'LINESTRING (34.95989304812834 28.86743026448909, 27.072192513369 96.90399624223153)', 'LINESTRING (53.27540106951871 31.96000144529555, 63.83689839572193 98.62209134267957)']"
Case-075,2,100,"['LINESTRING (27.33957219251337 29.09650961121549, 9.82620320855615 99.30932938285878)', 'LINESTRING (31.55080213903743 29.66920797803151, 19.51871657754011 98.27847232258998)', 'LINESTRING (53.6096256684492 32.76177915883799, 63.83689839572193 98.27847232258998)']"
Case-075,2,104,"['LINESTRING (27.27272727272727 29.44012863130511, 10.09358288770053 96.21675820205233)', 'LINESTRING (31.41711229946524 30.01282699812112, 18.51604278074867 98.85117068940599)', 'LINESTRING (53.47593582887701 31.96000144529555, 64.30481283422459 96.90399624223153)']"
Case-075,2,108,"['LINESTRING (27.27272727272727 29.3255889579419, 11.43048128342246 97.01853591559473)', 'LINESTRING (34.15775401069519 27.95111287758346, 25.60160427807486 97.82031362913716)', 'LINESTRING (52.33957219251339 32.87631883220119, 61.02941176470588 98.85117068940599)']"
Case-075,2,112,"['LINESTRING (29.14438502673797 29.09650961121549, 15.50802139037433 99.99656742303799)', 'LINESTRING (53.27540106951871 33.2199378522908, 64.57219251336896 98.96571036276916)']"
Case-075,2,116,"['LINESTRING (30.94919786096257 30.12736667148432, 18.78342245989305 99.19478970949559)', 'LINESTRING (55.68181818181819 33.56355687238038, 66.91176470588235 98.27847232258998)']"
Case-075,2,120,"['LINESTRING (32.55347593582889 31.04368405838994, 23.1951871657754 97.70577395577395)', 'LINESTRING (57.41978609625669 34.13625523919642, 70.92245989304813 99.08025003613238)']"
Case-075,2,124,"['LINESTRING (51.60427807486629 32.87631883220119, 61.63101604278074 97.70577395577395)', 'LINESTRING (58.55614973262033 32.53269981211157, 73.06149732620317 97.93485330250033)']"
Case-075,2,128,"['LINESTRING (61.63101604278074 32.18908079202197, 77.54010695187166 96.78945656886833)']"
Case-075,3,0,"['LINESTRING (42.98128342245988 37.11428674663969, 43.91711229946525 97.82031362913716)']"
Case-075,3,4,"['LINESTRING (41.77807486631016 38.60330250036132, 42.11229946524064 99.19478970949559)']"
Case-075,3,8,"['LINESTRING (37.29946524064171 45.24660355542709, 35.42780748663102 97.59123428241077)', 'LINESTRING (43.44919786096257 36.54158837982366, 43.78342245989306 98.04939297586357)']"
Case-075,3,12,"['LINESTRING (43.18181818181818 36.88520739991328, 42.31283422459894 98.85117068940599)', 'LINESTRING (45.98930481283422 32.76177915883799, 47.25935828877006 98.62209134267957)']"
Case-075,3,16,"['LINESTRING (43.51604278074866 36.42704870646046, 44.38502673796791 98.62209134267957)']"
Case-075,3,20,"['LINESTRING (41.31016042780747 38.03060413354532, 40.17379679144385 96.21675820205233)', 'LINESTRING (44.45187165775402 34.70895360601244, 45.65508021390373 97.36215493568436)']"
Case-075,3,24,"['LINESTRING (42.51336898395722 37.8015247868189, 42.17914438502674 98.62209134267957)']"
Case-075,3,28,"['LINESTRING (42.8475935828877 37.68698511345571, 43.11497326203209 98.27847232258998)']"
Case-075,3,32,"['LINESTRING (42.17914438502674 37.8015247868189, 41.71122994652406 98.73663101604275)']"
Case-075,3,36,"['LINESTRING (42.98128342245988 36.42704870646046, 44.18449197860964 98.73663101604275)']"
Case-075,3,40,"['LINESTRING (42.04545454545455 38.8323818470877, 43.91711229946525 97.13307558895794)']"
Case-075,3,44,"['LINESTRING (42.51336898395722 38.37422315363492, 42.17914438502674 97.47669460904757)']"
Case-075,3,48,"['LINESTRING (42.17914438502674 36.99974707327648, 41.24331550802138 98.04939297586357)', 'LINESTRING (46.12299465240643 32.87631883220119, 49.46524064171123 98.16393264922674)']"
Case-075,3,52,"['LINESTRING (43.31550802139037 36.88520739991328, 44.31818181818182 100.1111070964012)']"
Case-075,3,56,"['LINESTRING (41.84491978609627 36.42704870646046, 41.64438502673796 98.39301199595317)']"
Case-075,3,60,"['LINESTRING (43.44919786096257 36.42704870646046, 43.24866310160429 98.16393264922674)']"
Case-075,3,64,"['LINESTRING (42.37967914438503 36.54158837982366, 43.04812834224598 97.93485330250033)']"
Case-075,3,68,"['LINESTRING (42.91443850267378 37.4579057667293, 42.04545454545455 98.50755166931637)']"
Case-075,3,72,"['LINESTRING (42.98128342245988 36.08342968637086, 43.44919786096257 98.27847232258998)']"
Case-075,3,76,"['LINESTRING (42.11229946524064 37.5724454400925, 42.8475935828877 98.27847232258998)']"
Case-075,3,80,"['LINESTRING (42.04545454545455 37.68698511345571, 44.05080213903743 99.19478970949559)']"
Case-075,3,84,"['LINESTRING (42.44652406417112 36.88520739991328, 41.1096256684492 98.27847232258998)']"
Case-075,3,88,"['LINESTRING (44.6524064171123 34.02171556583321, 41.24331550802138 97.13307558895794)']"
Case-075,3,92,"['LINESTRING (42.98128342245988 36.19796935973407, 43.85026737967914 98.62209134267957)']"
Case-075,3,96,"['LINESTRING (43.51604278074866 35.96889001300767, 44.31818181818182 99.08025003613238)']"
Case-075,3,100,"['LINESTRING (42.11229946524064 36.42704870646046, 41.44385026737967 100.2256467697644)', 'LINESTRING (44.38502673796791 32.99085850556438, 46.12299465240643 97.13307558895794)']"
Case-075,3,104,"['LINESTRING (43.11497326203209 35.62527099291804, 43.51604278074866 98.27847232258998)']"
Case-075,3,108,"['LINESTRING (42.31283422459894 37.4579057667293, 42.98128342245988 98.04939297586357)']"
Case-075,3,112,"['LINESTRING (42.24598930481282 38.03060413354532, 41.44385026737967 98.50755166931637)']"
Case-075,3,116,"['LINESTRING (41.97860962566845 37.91606446018211, 41.84491978609627 99.76748807631159)']"
Case-075,3,120,"['LINESTRING (42.37967914438503 36.88520739991328, 39.03743315508022 99.423869056222)']"
Case-075,3,124,"['LINESTRING (41.44385026737967 37.3433660933661, 40.70855614973262 99.19478970949559)']"
Case-075,4,8,"['LINESTRING (32.4197860962567 23.71314496314497, 20.58823529411765 99.19478970949559)']"
Case-075,4,16,"['LINESTRING (26.27005347593584 97.82031362913716, 36.36363636363637 18.44431998843763)']"
Case-075,4,20,"['LINESTRING (30.0802139037433 25.2021607168666, 13.56951871657754 99.88202774967479)']"
Case-075,4,28,"['LINESTRING (32.35294117647059 23.82768463650816, 17.98128342245989 99.08025003613238)']"
Case-075,4,44,"['LINESTRING (29.41176470588236 25.08762104350338, 12.09893048128342 98.50755166931637)']"
Case-075,4,48,"['LINESTRING (38.56951871657754 18.55885966180083, 32.08556149732621 98.85117068940599)']"
Case-075,4,52,"['LINESTRING (29.61229946524064 25.08762104350338, 10.36096256684492 98.04939297586357)']"
Case-075,4,60,"['LINESTRING (31.08288770053476 20.84965312906489, 16.91176470588236 99.65294840294841)']"
Case-075,4,64,"['LINESTRING (31.01604278074867 20.84965312906489, 11.63101604278075 97.93485330250033)']"
Case-075,4,68,"['LINESTRING (33.15508021390374 19.93333574215927, 12.29946524064171 99.65294840294841)']"
Case-075,6,0,"['LINESTRING (36.02941176470588 16.03898684781038, 19.98663101604278 97.82031362913716)']"
Case-075,6,8,"['LINESTRING (35.36096256684493 15.46628848099436, 22.66042780748663 98.62209134267957)']"
Case-075,6,12,"['LINESTRING (36.22994652406417 16.03898684781038, 25.93582887700534 98.96571036276916)']"
Case-075,6,16,"['LINESTRING (36.63101604278074 15.12266946090476, 22.25935828877006 98.96571036276916)']"
Case-075,6,20,"['LINESTRING (34.75935828877006 17.18438358144241, 16.57754010695187 99.08025003613238)']"
